Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN Decoded,Serial Number,Make,Make - Unknown,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Driver / Operator Type,Automation Feature Version,Automation Feature Version CBI,Automation System Engaged?,Engagement Status,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Incident Date,Incident Date - Unknown,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Zip Code,Roadway Type,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Investigating Agency,Investigating Agency - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
13781-11555,1,"Tesla, Inc.",5-Day,,,AUG-2025,5YJ3E1EB4KF,Y,,TESLA, ,Model 3, ,2019, ,fd583ef7c139dca,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,18:49, ,01738abfa0110b0,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,18, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11554,1,"Tesla, Inc.",5-Day,,,AUG-2025,5YJ3E1EB0SF,Y,,TESLA, ,Model 3, ,2025, ,321c743109a361c,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,19:23, ,6d58dc4400406e4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , , , , ,Y, , ,Y, , , , , , , , , , ,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,16, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11553,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDEE7NF,Y,,TESLA, ,Model Y, ,2022, ,45c6b2a450d43b1,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, ,Y, , , , , , , , , , ,AUG-2025, ,22:55, ,4e995f19bb49b13,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Highway / Freeway, , , , , , ,Y, , , , , , , , , , , ,Y,Pickup Truck,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"No Subject Vehicle, Unknown Crash Partner","Yes Crash Partner, No Subject Vehicle",Unknown,,Y, , ,Y, , , , , , , , , , , ,Y,Y,Y, , ,New York State Police - #B130-2025-02599C, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11541,1,"Tesla, Inc.",5-Day,,,AUG-2025,5YJ3E1EA4PF,Y,,TESLA, ,Model 3, ,2023, ,b1c975ee686d972,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,00:15, ,5ac0eb10e0e8a77,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , ,Y, , , , , , , ,Y, , , , , , , , ,"Other, see Narrative",Unknown,Unknown, , , , , , , , , , ,Y,Lane / Road Departure,Unknown,Unknown,Unknown,54, ,Y,Y,Y,Y,Y,Y, ,Y,Y,Y, ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11540,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDEE1PA,Y,,TESLA, ,Model Y, ,2023, ,92cecfbb47e7d1d,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,16:09, ,7b4e1cf6e180c8c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , ,Y, , , , , , , , ,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,24, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11539,1,"Tesla, Inc.",5-Day,,,AUG-2025,5YJ3E1EB6RF,Y,,TESLA, ,Model 3, ,2024, ,e80aff45f10eac4,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , , , , , , , , ,Y, , ,AUG-2025, ,10:17, ,0577e2fe200d66e,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,61, , , , , , , , , , , ,Y,Y, , , , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11538,1,"Tesla, Inc.",5-Day,,,AUG-2025,5YJ3E1EB5JF,Y,,TESLA, ,Model 3, ,2018, ,26e00e47e201c05,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,09:48, ,e654a0924139f97,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,32, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11537,1,"Tesla, Inc.",5-Day,,,AUG-2025,5YJ3E1EA2RF,Y,,TESLA, ,Model 3, ,2024, ,fd6d861bb2eaf57,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,02:01, ,76e7f02d2b91fd0,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,Unknown,,,,,,,,,,,,,Lane / Road Departure,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,48, , ,Y, , , , , , , , , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11536,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDEE9RA,Y,,TESLA, ,Model Y, ,2024, ,d712e57eb89f1c5,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,12:54, ,079534a8115e10a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Unknown,Proceeding Straight, ,Y, , , , , , , , , ,Proceeding Straight,"Yes Subject Vehicle, Yes Crash Partner",Unknown,Unknown,63, , , , , , , , , ,Y, , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11535,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDEE3TF,Y,,TESLA, ,Model Y, ,2026, ,452daa640a6d6c7,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , , , , , , , , ,Y, , ,AUG-2025, ,20:20, ,ffd4d1aeb85b487,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , ,Y, , , , , , , , , , ,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,,Y, , , , , , , , , , ,Y, , ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11534,1,"Tesla, Inc.",5-Day,,,AUG-2025,5YJ3E1EA7PF,Y,,TESLA, ,Model 3, ,2023, ,29477499d6a372f,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , , , , , , , , ,Y, , ,AUG-2025, ,22:01, ,780821597c6825f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , , , ,Y, , , ,Y, , , , , , , , , , ,SUV,Unknown,"Other, see Narrative",Y, , , , , , ,Y, , , ,Proceeding Straight,"Yes Subject Vehicle, Yes Crash Partner",Unknown,Unknown,18, , , , , , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11533,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDEF3NF,Y,,TESLA, ,Model Y, ,2022, ,6ab24743b03bbd3,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , , , , , , , , ,Y, , ,AUG-2025, ,22:46, ,08ca8ea48ae36cd,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,28, , , , , , , , , , , ,Y, , ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11532,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDEEXTA,Y,,TESLA, ,Model Y, ,2026, ,7bd250ccc759268,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , , , , , , , , ,Y, , ,AUG-2025, ,17:51, ,3f363078dfd7903,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , ,Y, , , , , , , , ,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,19, , , , , , , , , , , ,Y, , ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11531,1,"Tesla, Inc.",5-Day,,,AUG-2025,5YJYGDEE9MF,Y,,TESLA, ,Model Y, ,2021, ,e89ee863cbd0792,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,01:28, ,f9037f784500b95,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , ,Y, , , , , ,Y, , , , , , , , , , ,Pickup Truck,Unknown,Proceeding Straight, ,Y, , , ,Y, , , , , ,Lane / Road Departure,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,24, , , ,Y, , , , , , , , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11530,1,"Tesla, Inc.",5-Day,,,AUG-2025,5YJ3E1EA1NF,Y,,TESLA, ,Model 3, ,2022, ,f44d7a47b49ad0d,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,21:06, ,e8e125bb73beca7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , ,Y, , , , , , , , ,SUV,Unknown,Proceeding Straight, , , , , , , ,Y, , , ,Proceeding Straight,"Yes Subject Vehicle, Yes Crash Partner",Unknown,Unknown,30, , , , , , , , , ,Y, , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11529,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDEE0PA,Y,,TESLA, ,Model Y, ,2023, ,477c5e7dfbd84f3,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,02:28, ,94d33d534875cca,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , ,Y, , , , , , , , , , ,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,32, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11528,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAXCDE5XSF,Y,,TESLA, ,Model X, ,2025, ,a7d0688a6731a19,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , , , , , , , , ,Y, , ,AUG-2025, ,23:25, ,21a7dd628abefb5,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , , , , ,Y, , , , ,Y, , , , , , , , ,Other Fixed Object,Unknown,,,,,,,,,,,,,Lane / Road Departure,"Yes Subject Vehicle, Unknown Crash Partner","Yes Subject Vehicle, Unknown Crash Partner",Unknown,42, , , ,Y, , , , , , , , ,Y,Y,Y, , ,Y, , ,Nevada Highway Patrol - Case #NHP250801071, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
1243-11191,2,"Subaru of America, Inc.",Update,,,AUG-2025,4S4WMARD5P3,Y,,SUBARU, ,Ascent, ,2023, ,eca9a5d988cc2e6,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, ,Y, , , , , , , , , , ,JUN-2025, ,21:44, ,0620973f89f74fb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , , , , , ,Y, , , ,Y, , , , , , , , ,Passenger Car,No Injured Reported,Unknown, , , , , , , , , , ,Y,Proceeding Straight,"Yes Subject Vehicle, Unknown Crash Partner","Yes Subject Vehicle, Unknown Crash Partner",Subject Vehicle - All Belted,70, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, , , , , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"According to the customer's statement, the subject vehicle was traveling northbound on [XXX] at a speed of 70 MPH with Adaptive Cruise Control (ACC) and Lane Centering (LCF) engaged. The roadway conditions were wet. Though not stated, Subaru assumes that the flow of traffic ahead was either slowing or stopped. The customer stated that she depressed the brake pedal, but the vehicle speed was not slowing. AEB activated but the subject vehicle struck the vehicle in the lane of travel in front. The driver's frontal and knee airbags deployed and the vehicle was towed from the scene. There were no injuries reported.
Subaru inspected the subject vehicle on 7/17/2025. The vehicle sustained underride collision damage on the frontal plane. The left side of the front bumper beam was pushed upwards, and the battery was wedged into the M/B Fuse box and ECM connector. The stability control module was also damaged in the collision. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
Based on the vehicle inspection and the data acquired, Subaru determined that there were no abnormalities with the braking or ACC systems. The vehicle was being operated with ACC and LCF engaged and the driver failed to take appropriate action when approaching a slowing vehicle in front. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] However, as stated in the owner's manual, if the speed difference with the identified object is greater than approximately 37 MPH (60km/h), collisions cannot be avoided due to performance limitations of EyeSight.",Y
13781-10735,3,"Tesla, Inc.",Update,,,AUG-2025,7SAYGDED6RA,Y,,TESLA, ,Model Y, ,2024, ,d28ec9582dce2cd,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,Tesla Inc, , , , , ,Y, , , , , , ,MAY-2025, ,21:10, ,49e2ec90cd6382d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,No Injured Reported,,,,,,,,,,,,,"Other, see Narrative","No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, Unknown Crash Partner",Subject Vehicle - All Belted,12, , , , , , , , , ,Y,Y, ,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
753-11524,1,"Kia America, Inc.",5-Day,,,AUG-2025,KNDCR3LE8R5,Y,,KIA, ,Niro, ,2024, ,f9cd5dc2bf37838,Consumer,SCC + LFA, ,ADAS,Verified Engaged,, ,Y, , , , , , , , , , ,AUG-2025, ,10:40, ,870f2ec6fb79488,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , , , , ,Y, , ,Y, , , , , , , , , , ,Pole / Tree,Moderate W/ Hospitalization,,,,,,,,,,,,,"Other, see Narrative","Yes Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,45, , , , , , , , , , , ,Y, , ,Y,Y, , , , ,,Y,"Unknown, see Narrative", ,"On [XXX], the customer called Kias Customer Care Center regarding her 2024MY Kia Niro, indicating that her daughter had a malfunction  with the drivers lane assist on the vehicle. The customer reported that her daughter got off the highway and forgot to turn off HDA and picked up cyclists as veh[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. The vehicle started following [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] to the right with lane detection, but when [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] went to turn off, she was unable to and it forced my veh[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] to hit a tree in a ditch. She reported that her daughter was transported to the hospital after the incident and had sustained bruises, limited mobility, and stitches to the back of her head. She requested the black box for the vehicle.
In addition, the customer suggested that before the accident, her daughter had taken the vehicle to a Kia dealership with a concern about the HDA and the dealership identified no concerns.
The subject Kia Niro is equipped with Highway Drive Assist (HDA), LFA, and SCC. LFA is a supplemental system that helps to detect lane markings and/or vehicles on the road and assists the driver's steering to help keep the vehicle between lanes. The functionality of LFA is contingent upon several outside factors and it is always the responsibility of the driver to safely steer the vehicle and to maintain the vehicle in its lane.
Kia confirmed that Smart Cruise Control (SCC) and Lane Following Assist (LFA) were active from approximately 19 seconds to 7 seconds prior to the collision. At 7 seconds pre-collision, LFA was disengaged.
Kia is currently working to obtain additional information to evaluate this incident.", 
13781-11521,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDED3TF,Y,,TESLA, ,Model Y, ,2026, ,f387584d67a1490,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,23:19, ,7ba30203c9193d7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11520,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDED3TF,Y,,TESLA, ,Model Y, ,2026, ,f387584d67a1490,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,23:19, ,7ba30203c9193d7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11519,1,"Tesla, Inc.",5-Day,,,AUG-2025,7SAYGDEE6TF,Y,,TESLA, ,Model Y, ,2026, ,7b27a43c8eeece7,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,16:01, ,444116a62a28a82,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , , , , ,Y, , ,Y, , , , , , , , , , ,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,23, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
